formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom)
GdSi3Ir,5,Gd1 Si3 Ir1,4.211714,4.211714,5.745584377,111.5009997,111.5009997,90.0,tet,I4mm,6.8707792,-8.65090753,-0.812805428,0.0,8.263298369,0.0,False,87.15827309
GdVO3,20,Gd1 V1 O3,5.340210449,5.67985439,7.572467958,90.13197242,89.91655894,90.03460105,ortho,Pnma,21.9999991,-10.85346617,-3.252683904,0.0,7.408655934,0.0,False,229.6843093
GeH3Cl,10,Ge1 H3 Cl1,4.586317384,4.586318865,8.35736286,90.0,90.0,104.8259431,ortho,Cmc2_1,0.0,-3.735963525,-0.404550759,0.0,2.171531545,4.7492,False,169.9388812
GePbO3,30,Ge1 Pb1 O3,9.346834621,9.346834617,9.34683482,113.5018858,113.5018858,113.5018754,trig,R-3,0.0,-6.565139741,-1.929228153,0.0,6.3557553,2.7131,False,513.9167066
GePbS3,20,Ge1 Pb1 S3,10.51691811,6.899259188,7.398606342,74.60755248,90.0,90.0,mono,P2_1/c,0.0,-4.882144106,-0.73199338,0.0,4.825704315,1.7579,False,517.5790037
GePdS3,10,Ge1 Pd1 S3,3.47151536,7.581681148,9.321243387,106.7401816,90.0,103.2347361,mono,C2/m,0.0,-5.094248789,-0.650651115,0.0,4.007212269,1.3441,False,228.1245166
H3BrO,5,H3 Br1 O1,4.243537036,4.265772796,4.243405519,71.96815334,72.0529535,72.07401259,trig,R3m,0.0,-4.383925334,-1.029843963,0.0,2.432062286,4.4183,True,67.54453392
H3ClO,5,H3 Cl1 O1,4.444629671,4.444629671,4.444630229,65.08674623,65.08674623,65.08674218,trig,R3m,0.0,-4.543942884,-1.147543488,0.0,1.311451607,5.5013,True,68.97691918
H3OF,20,H3 O1 F1,4.17123172,5.89213507,6.10259572,90.0,90.0,90.0,ortho,Pnma,0.0,-4.945832638,-1.53684478,0.0,1.683790799,6.7458,True,149.9863065
HNO3,80,H1 N1 O3,8.40384207,6.186005643,16.23030271,90.02950809,90.0,90.0,mono,P2_1,0.0,-6.205777801,-0.890312362,0.0,1.984190553,3.8657,False,843.7518856
Hf3AlN,10,Hf3 Al1 N1,5.898134001,5.898134001,8.83856158,90.0,90.0,147.4786892,ortho,Cmcm,0.0,-31.35153575,-1.088516715,0.0,11.58153449,0.0,False,165.3030393
Hf3ZnN,10,Hf3 Zn1 N1,5.840821849,5.840821849,8.74354286,90.0,90.0,147.1263711,ortho,Cmcm,0.0,-31.7165886,-1.017868711,0.0,12.61269599,0.0,False,161.9069748
HfBRh3,5,Hf1 B1 Rh3,4.09526278,4.09526278,4.09526278,90.0,90.0,90.0,cubic,Pm-3m,1e-07,-25.80575055,-0.824459452,0.0,12.04060692,0.0,False,68.68237792
HfSnS3,20,Hf1 Sn1 S3,3.70225689,9.38317293,14.17625343,90.0,90.0,90.0,ortho,Pnma,0.0,-20.08704245,-1.28652317,0.0,5.305913745,1.1981,False,492.467686
HgAsO3,10,Hg1 As1 O3,4.86693703,4.866937428,7.69342784,90.0,90.0,120.000004,trig,P-31m,0.0,-5.326915277,-1.36217976,0.0,6.80776484,1.2351,True,157.8199817
HgBrO3,20,Hg1 Br1 O3,9.763821933,9.763821933,8.599402276,72.99835242,72.99835242,26.6274367,mono,C2/c,0.0,-3.753169432,-0.395069115,0.0,6.226071102,3.2015,False,350.4451666
HgNO3,40,Hg1 N1 O3,8.31497555,6.286624987,11.72064329,87.06225777,90.0,90.0,mono,P2_1,0.0,-5.445975905,-0.747609346,0.0,5.701203083,2.5687,False,611.8695775
HgPS3,10,Hg1 P1 S3,6.319751317,6.324721126,7.330869789,95.80298378,106.0667818,118.927447,tri,P-1,0.0,-4.112753571,-0.484708718,0.0,4.600070932,1.7549,False,236.6294941
HgPSe3,20,Hg1 P1 Se3,6.650608626,6.650608626,14.17399574,85.8581518,85.8581518,120.0961229,mono,C2/c,0.0,-20.44250398,-0.181591272,0.0,5.79742048,1.2066,False,536.7001893
HgSeO3,20,Hg1 Se1 O3,5.98911586,6.17326333,8.24957921,90.0,90.0,90.0,ortho,Pnma,0.0,-4.778405937,-1.048512631,0.0,7.133045456,2.5571,False,305.0066543
Ho3AlC,5,Ho3 Al1 C1,4.83811738,4.83811738,4.83811738,90.0,90.0,90.0,cubic,Pm-3m,2.5e-06,-5.754432952,-0.400977008,0.0,7.826810066,0.0,False,113.2476509
Ho3AlN,5,Ho3 Al1 N1,4.71952011,4.71952011,4.71952011,90.0,90.0,90.0,cubic,Pm-3m,7.2e-06,-23.99949418,-1.098518033,0.0,8.463332879,0.0,False,105.1219777
Ho3InN,5,Ho3 In1 N1,4.76233324,4.76233324,4.76233324,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-6.045183208,-1.067085231,0.0,9.587530653,0.0,False,108.0088506
Ho3PbC,5,Ho3 Pb1 C1,4.86345615,4.86345615,4.86345615,90.0,90.0,90.0,cubic,Pm-3m,6.5e-06,-5.887032368,-0.540162176,0.0,10.30654978,0.0,False,115.0363288
HoAl3Cu,5,Ho1 Al3 Cu1,4.096633731,4.096610026,6.046864735,70.23384906,70.23457676,90.04531084,tet,I4mm,0.0,-4.410639862,-0.423917137,0.0,5.765852897,0.0,False,89.11180377
HoB3Mo,10,Ho1 B3 Mo1,3.1542658,5.414664463,6.816896815,78.02809308,90.0,90.0,mono,P2_1/m,0.0,-7.721558506,-0.625257528,0.0,8.552437589,0.0,False,113.8953932
HoBO3,30,Ho1 B1 O3,6.505299084,6.505299084,8.78765674,90.0,90.0,120.0681046,ortho,Cmcm,0.0,-8.781244773,-3.557053923,0.0,6.926331102,5.4365,False,321.8398383
HoBRh3,5,Ho1 B1 Rh3,4.16588183,4.16588183,4.16588183,90.0,90.0,90.0,cubic,Pm-3m,0.6651276,-7.476134166,-0.802135197,0.0,11.12715732,0.0,False,72.29709375
HoCoO3,20,Ho1 Co1 O3,5.11319813,5.42543382,7.33341945,90.0,90.0,90.0,ortho,Pnma,1e-07,-7.946192691,-2.631196851,0.0,8.876127322,0.0,False,203.4387215
HoCrO3,20,Ho1 Cr1 O3,5.21129171,5.52912416,7.5265797,90.0,90.0,90.0,ortho,Pnma,12.0000005,-9.045650314,-3.226728324,0.0,8.113944215,2.4964,False,216.869956
HoGa3Os,15,Ho1 Ga3 Os1,6.36697945,6.36697945,6.36697945,90.0,90.0,90.0,cubic,Pm-3m,0.311283,-5.464566115,-0.482699123,0.0,10.89187435,0.0,False,258.1073337
HoGa3Ru,15,Ho1 Ga3 Ru1,6.36198614,6.36198614,6.36198614,90.0,90.0,90.0,cubic,Pm-3m,1.7e-06,-5.174485207,-0.583211192,0.0,9.192647103,0.0,False,257.500547
HoMnO3,30,Ho1 Mn1 O3,6.107331392,6.107331675,11.40796997,90.00001482,90.00000886,119.9997037,hex_,P6_3cm,24.0,-8.788998593,-3.068283038,0.0,7.242284251,0.0,False,368.5049195
HoNiGe3,10,Ho1 Ni1 Ge3,10.9123359,10.9123359,4.06326307,90.0,90.0,158.6064482,ortho,Cmmm,0.0,-5.410823922,-0.56144398,0.0,8.308467373,0.0,False,176.4947887
HoNiO3,20,Ho1 Ni1 O3,5.13100678,5.49720193,7.36043418,90.0,90.0,90.0,ortho,Pnma,4.0,-7.551576216,-2.507236384,0.0,8.690128359,0.0,False,207.6097341
HoRh3C,5,Ho1 Rh3 C1,4.14152903,4.14152903,4.14152903,90.0,90.0,90.0,cubic,Pm-3m,1.7e-06,-7.697408394,-0.51355468,0.0,11.35264573,0.0,False,71.03659393
HoRhO3,20,Ho1 Rh1 O3,5.20253763,5.73954677,7.55043384,90.0,90.0,90.0,ortho,Pnma,2e-07,-7.948614022,-2.587439952,0.0,9.30471898,0.9606,True,225.4575253
HoRu3C,5,Ho1 Ru3 C1,4.12808859,4.12808859,4.12808859,90.0,90.0,90.0,cubic,Pm-3m,4.4e-06,-8.557251256,-0.22734074,0.0,11.33391436,0.0,False,70.34723407
HoSi3Ir,5,Ho1 Si3 Ir1,5.704555446,5.704555446,5.704555446,137.2459656,137.2459656,62.05982257,tet,I4mm,0.0,-6.713060412,-0.770646865,0.0,8.670169694,0.0,False,84.53909359
HoVO3,20,Ho1 V1 O3,5.23261452,5.65391191,7.52519119,90.0,90.0,90.0,ortho,Pnma,8.0000001,-9.006434829,-3.301341118,0.0,7.872520871,0.0,False,222.6308365
IOF3,20,I1 O1 F3,5.05358546,5.44579822,11.09163673,90.0,90.0,90.0,ortho,P2_12_12_1,0.0,-4.089713606,-1.648431501,0.0,4.349737874,3.637,False,305.2507905
InBO3,10,In1 B1 O3,5.882060384,5.882060643,5.882061289,48.68871997,48.68872112,48.68872217,trig,R-3c,0.0,-7.315081527,-2.458591821,0.0,5.473290411,2.6556,False,105.3533531
InGaS3,30,In1 Ga1 S3,6.773408574,6.772367765,18.08691207,89.99981152,90.00044285,119.9871568,hex_,P6_1,0.0,-12.40483368,-0.779560963,0.0,3.892238096,2.0937,False,718.6195972
InGaSe3,30,In1 Ga1 Se3,7.058579737,7.059472485,18.97877713,90.0002276,89.99945352,119.9291293,hex_,P6_1,0.0,-16.0967653,-0.705555897,0.0,5.122929557,1.3166,True,819.5928047
InNi3N,5,In1 Ni3 N1,3.83985571,3.83985571,3.83985571,90.0,90.0,90.0,cubic,Pm-3m,3e-05,-13.67254968,-0.142051176,0.0,8.94270255,0.0,False,56.61672131
InSbS3,20,In1 Sb1 S3,3.8395774,9.40747945,13.5820799,90.0,90.0,90.0,ortho,Pnma,0.0,-14.99957946,-0.521598793,0.0,4.505408611,1.4761,False,490.5948513
InSiTe3,10,In1 Si1 Te3,7.12039536,7.120395165,7.48873665,90.0,90.0,119.9999922,trig,P-31m,0.0,-21.82700137,-0.306195786,0.0,5.309731157,0.4816,False,328.8118262
InSnCl3,10,In1 Sn1 Cl3,8.133889658,8.133889658,8.133889768,58.70701167,58.70701167,58.70700779,trig,R-3,0.0011123,-3.765207209,-1.302336093,0.0,3.056734998,3.0433,False,369.28006
K3AuO,5,K3 Au1 O1,5.22438571,5.22438571,5.22438571,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.202910128,-0.879719693,0.0,3.845922409,0.5612,False,142.59546
K3BrO,5,K3 Br1 O1,5.19026401,5.19026401,5.19026401,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.560015648,-1.564212306,0.0,2.532004578,0.8913,True,139.8196943
K3IO,5,K3 I1 O1,5.29423015,5.29423015,5.29423015,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.419062858,-1.4458463,0.0,2.911695035,1.0284,True,148.3913039
KAgBr3,10,K1 Ag1 Br3,7.427913034,7.427912658,7.42791369,61.64015932,61.64014645,61.64015786,trig,R3c,8e-07,-2.955902001,-1.1788726,0.0,4.274217928,0.0,False,300.4501718
KAgCl3,10,K1 Ag1 Cl3,7.071671229,7.07167202,7.071671844,61.04256827,61.04257136,61.04257547,trig,R3c,1.53e-05,-10.35502985,-1.188738291,0.0,3.287218952,0.0,False,255.9348163
KAgF3,20,K1 Ag1 F3,5.99687912,6.18287501,8.5032308,90.0,90.0,90.0,ortho,Pnma,7.01e-05,-4.056807444,-2.115058583,0.0,4.296927275,0.0,False,315.2824009
KAsO3,40,K1 As1 O3,4.90279138,11.38334748,11.51034733,90.0,90.0,90.0,ortho,Pbcn,0.0,-6.068010465,-1.938935411,0.0,3.350431812,3.0119,True,642.3945322
KAuI3,20,K1 Au1 I3,9.46142359,7.368523763,13.45476131,59.10163995,90.0,90.0,mono,P2_1/c,0.0,-2.682272237,-0.886814323,0.0,5.089763556,0.6459,False,804.8974507
KBeF3,20,K1 Be1 F3,4.45356696,5.41615052,11.98714706,90.0,90.0,90.0,ortho,P2_12_12_1,0.0,-5.52779316,-3.406749262,0.0,2.414464242,7.0613,False,289.1442399
KBiO3,60,K1 Bi1 O3,10.06653795,10.06653795,10.06653795,90.0,90.0,90.0,cubic,Pn-3,0.0,-5.545642486,-1.572585076,0.0,5.783549581,0.4914,True,1020.094499
KBrO3,5,K1 Br1 O3,4.394010315,4.394010476,4.394009926,85.10928319,85.1092845,85.109288,trig,R3m,0.0,-4.567074504,-1.044634649,0.0,3.30290524,3.8569,True,83.95967617
KCO3,20,K1 C1 O3,5.786966,4.005711,15.32873122,80.49497619,90.0,90.0,mono,P2_1/c,4.0017107,-6.851735725,-1.810952079,0.0,1.878370346,0.8756,False,350.4556548
KCaBr3,10,K1 Ca1 Br3,4.267215332,7.380736496,10.75417137,90.00076391,90.00054285,106.7969679,ortho,Cmcm,0.0,-3.87898141,-2.269419568,0.0,3.26612366,4.4047,True,324.2537853
KCaCl3,20,K1 Ca1 Cl3,7.20898851,7.59169634,10.45793088,90.0,90.0,90.0,ortho,Pnma,0.0,-8.79032169,-2.487546824,0.0,2.153162021,5.5615,True,572.3463649
KCaF3,20,K1 Ca1 F3,6.12777352,6.22062595,8.71579992,90.0,90.0,90.0,ortho,Pnma,0.0,-5.49500758,-3.720726279,0.0,2.722395985,6.6502,False,332.2339773
KCdCl3,20,K1 Cd1 Cl3,4.01365267,8.85064146,14.6107019,90.0,90.0,90.0,ortho,Pnma,0.0,-10.5851991,-1.669085436,0.0,3.300056922,3.5095,False,519.0218185
KCdF3,20,K1 Cd1 F3,6.18108562,6.08209058,8.64136873,90.00001605,90.0,90.0,ortho,Pnma,0.0,-4.267583105,-2.702419742,0.0,4.263088623,3.3539,True,324.8629474
KCrF3,10,K1 Cr1 F3,6.021007494,6.021007494,5.796128692,59.26580277,59.26580277,90.95246281,mono,C2/m,7.9999997,-6.233367434,-2.929596615,0.0,3.418906475,1.4898,False,143.8521843
KCuCl3,20,K1 Cu1 Cl3,4.059829343,8.716180511,13.76344897,90.0,90.0,97.11185592,mono,P2_1/c,3.9999999,-8.355593913,-1.291118587,0.0,2.87246797,0.2682,False,483.2891413
KCuF3,10,K1 Cu1 F3,5.680055154,5.680679711,5.68068068,92.48404255,118.5797755,118.5797774,tet,I4/mcm,0.000266,-4.5508758,-2.357873141,0.0,4.008852462,0.0,False,132.2511341
KGeBr3,10,K1 Ge1 Br3,5.981290952,7.42392971,8.486145859,90.0,114.5480546,90.0,mono,P2_1/m,0.0,-3.520239458,-1.387192021,0.0,3.405234404,2.9026,False,342.7646287
KGeCl3,10,K1 Ge1 Cl3,7.531836961,7.53183688,7.531836492,61.68388527,61.68387771,61.68388726,trig,R3c,0.0,-3.915682033,-1.655680521,0.0,2.310196858,2.8924,True,313.530932
KHgF3,20,K1 Hg1 F3,6.40393385,6.41619267,9.04877947,90.0,90.0,90.0,cubic,Pm-3m,0.0,-3.63507531,-2.199979577,0.0,5.300151194,0.6082,False,371.8041543
KIO3,20,K1 I1 O3,7.67246903,7.690671943,7.680980049,109.5181294,109.0969225,109.3830158,tri,P1,0.0,-4.866476068,-1.366622997,0.0,4.053475827,2.7868,True,350.6688937
KInBr3,20,K1 In1 Br3,8.60409982,8.604099958,10.87592584,90.0,90.0,119.9999986,trig,P-3,0.0,-3.279764786,-1.519488171,0.0,3.749623312,2.3376,False,697.2808898
KIrO3,60,K1 Ir1 O3,9.48725516,9.48725516,9.48725516,90.0,90.0,90.0,cubic,Pn-3,1.22e-05,-6.472615707,-1.509878324,0.0,6.517792454,0.0,False,853.9289618
KMgF3,5,K1 Mg1 F3,3.97846823,3.97846823,3.97846823,90.0,90.0,90.0,cubic,Pm-3m,0.0,-5.236904424,-3.537649096,0.0,3.174844985,6.9537,False,62.97202846
KMgH3,5,K1 Mg1 H3,3.988098,3.988098,3.988098,90.0,90.0,90.0,cubic,Pm-3m,0.0,-2.935123938,-0.345656127,0.0,1.738989885,2.458,False,63.43040221
KMnCl3,20,K1 Mn1 Cl3,3.86265975,8.80346841,14.36243149,90.0,90.0,90.0,ortho,Pnma,19.9999986,-9.684715343,-1.852932282,0.0,2.725388904,0.0,False,488.3916547
KMnF3,10,K1 Mn1 F3,5.897455214,5.897455214,5.897455214,120.0521214,119.6335875,90.27278058,ortho,Imma,9.9999996,-6.223091587,-3.017527204,0.0,3.4502457,2.4058,False,145.3773549
KNO3,20,K1 N1 O3,5.4109266,6.18542073,9.15028024,90.0,90.0,90.0,ortho,Pnma,0.0,-6.284844694,-1.422138597,0.0,2.192798407,2.9384,False,306.249426
KNbO3,5,K1 Nb1 O3,4.049923855,4.049923873,4.049924741,89.8368711,89.83687925,89.83686206,trig,R3m,0.0,-8.067439236,-2.85212768,0.0,4.499799379,2.2934,False,66.42558683
KNiCl3,30,K1 Ni1 Cl3,11.80821896,11.80821937,5.92176056,89.99999449,90.00004025,119.9995508,hex_,P6_3cm,12.0000002,-8.760471231,-1.469011673,0.0,2.844454365,0.7023,False,715.0760801
KNiF3,5,K1 Ni1 F3,4.00809624,4.00805847,4.00805988,90.0,90.0,90.0,cubic,Pm-3m,2.0,-5.166724966,-2.637536305,0.0,3.991875025,0.0,False,64.38821576
KNpO3,5,K1 Np1 O3,4.27003215,4.29310949,4.29310845,90.0,90.0,90.0,cubic,Pm-3m,1.9999989,-8.897647024,-3.11304054,0.0,6.838305034,0.0,False,78.70004291
KPO3,40,K1 P1 O3,4.55257852,10.23201105,14.02715163,79.0634855,90.0,90.0,mono,P2_1/c,0.0,-6.963813305,-2.685668052,0.0,2.444847847,5.1269,True,641.5459608
KPS3,10,K1 P1 S3,6.907587079,7.096471062,7.096471552,72.07381071,60.87663973,60.87663977,ortho,Immm,0.0,-4.749104456,-0.956720066,0.0,2.089096369,1.7149,False,264.3180622
KPSe3,120,K1 P1 Se3,14.9511113,14.9511113,19.275013,90.0,90.0,119.9999969,trig,P3_1,0.1436966,-4.206666758,-0.799751222,0.0,3.278374933,1.4182,True,3731.40401
KPaO3,5,K1 Pa1 O3,4.35600548,4.35600548,4.35600548,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.656407698,-3.552497714,0.0,6.391337032,3.0477,False,82.65426196
KSbO3,10,K1 Sb1 O3,6.84028095,6.840261049,6.840306936,46.47726357,46.47717131,46.47728063,trig,R-3,0.0,-6.069977969,-2.049127173,0.0,4.514453166,2.6808,False,153.6462401
KSiH3,20,K1 Si1 H3,5.30126752,6.87685656,8.77103648,90.0,90.0,90.0,ortho,Pnma,0.0,-5.219501882,-0.188028735,0.0,1.458386837,2.5733,False,319.7573999
KSnF3,40,K1 Sn1 F3,7.978592781,9.891077845,10.21951682,80.3808471,72.36743442,74.20170479,tri,P-1,0.0,-4.966241508,-2.791165812,0.0,3.874886943,3.5114,False,736.4129578
KSnI3,20,K1 Sn1 I3,4.70824602,10.44878157,16.99764006,90.0,90.0,90.0,ortho,Pnma,0.0,-3.066696507,-1.124100622,0.0,4.277587265,1.9381,False,836.2062838
KSrI3,10,K1 Sr1 I3,8.112890009,8.112890009,12.05344229,90.0,90.0,145.9752959,ortho,Cmcm,0.0,-3.32672278,-1.847555648,0.0,3.796254244,3.9993,False,443.916621
KTaO3,5,K1 Ta1 O3,3.99488137,3.99488137,3.99488137,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.640023914,-3.071587858,0.0,6.981426042,2.0995,False,63.75462003
KTaTe3,100,K1 Ta1 Te3,14.268809,7.986365,31.32861614,89.92458311,90.0,90.0,mono,P2_1/c,0.00505,-5.304898344,-0.819255355,0.0,5.607998538,0.4922,True,3570.078081
KTcO3,5,K1 Tc1 O3,3.87414195,3.87414195,3.87414195,90.0,90.0,90.0,cubic,Pm-3m,2.1e-06,-7.249670994,-1.982492657,0.0,5.285921583,0.0,False,58.14690296
KUO3,5,K1 U1 O3,4.29886276,4.29886276,4.29886276,90.0,90.0,90.0,cubic,Pm-3m,1.0,-8.78844244,-3.33510989,0.0,6.795779335,0.4454,False,79.44393398
KVCl3,10,K1 V1 Cl3,6.914956127,6.914956434,6.16009058,90.0,90.0,119.9994212,hex_,P6_3/mmc,6.0000003,-9.548923211,-1.835891939,0.0,2.556929671,0.3342,False,255.0933518
KVF3,5,K1 V1 F3,4.12938738,4.12940323,4.1292904,90.0,90.0,90.0,cubic,Pm-3m,2.9999995,-6.230437906,-3.040495367,0.0,3.46754021,2.0759,False,70.41227003
KVO3,20,K1 V1 O3,5.1974608,5.65515664,10.65824401,90.0,90.0,90.0,ortho,Pbcm,0.0,-7.418503009,-2.406671247,0.0,2.926754043,3.046,False,313.271957
KZnF3,5,K1 Zn1 F3,4.04741679,4.04741679,4.04741679,90.0,90.0,90.0,cubic,Pm-3m,0.0,-4.438915822,-2.813805775,0.0,4.044777029,3.6954,False,66.30309275
La3AlN,5,La3 Al1 N1,5.09751599,5.09752329,5.09751495,90.0,90.0,90.0,cubic,Pm-3m,0.0349912,-21.92009742,-0.901059497,0.0,5.737967673,0.0,False,132.4574298
La3AlO,5,La3 Al1 O1,5.03101297,5.03100776,5.0310088,90.0,90.0,90.0,cubic,Pm-3m,4.78e-05,-6.174222742,-1.473911112,0.0,5.994536311,0.0,False,127.3401922
La3InC,5,La3 In1 C1,5.24935926,5.24935926,5.24935926,90.0,90.0,90.0,cubic,Pm-3m,4.3e-06,-5.677746706,-0.318574596,0.0,6.239730051,0.0,False,144.6501503
La3InGe,40,La3 In1 Ge1,12.38399439,11.95846731,11.94275084,62.40709727,58.85955349,58.73628554,ortho,Fmm2,6.9071333,-25.88049741,-0.743515691,0.0,6.434968402,0.0,False,1247.25425
La3InN,5,La3 In1 N1,5.13785256,5.13783273,5.13784525,90.0,90.0,90.0,cubic,Pm-3m,0.00131,-25.24691144,-1.058575107,0.0,6.679346334,0.0,False,135.6258952
La3PbC,5,La3 Pb1 C1,5.23916418,5.23915898,5.23918083,90.0,90.0,90.0,cubic,Pm-3m,0.1915083,-5.978348818,-0.428482043,0.0,7.342931274,0.0,False,143.8093004
La3SnC,5,La3 Sn1 C1,5.22029957,5.22029957,5.22029957,90.0,90.0,90.0,cubic,Pm-3m,0.0492238,-6.099530596,-0.490278864,0.0,6.389944026,0.0,False,142.2611378
La3SnN,5,La3 Sn1 N1,5.10650318,5.10651462,5.10650942,90.0,90.0,90.0,cubic,Pm-3m,9.3e-06,-25.79436996,-1.172514945,0.0,6.851593696,0.0,False,133.1595515
NdNiSb3,60,Nd1 Ni1 Sb3,6.2375653,12.72674041,18.34531071,90.0,90.0,90.0,ortho,Pbcm,1.4e-06,-5.320691463,-0.733633897,0.0,7.774741904,0.0,False,1456.321841
NdRhO3,20,Nd1 Rh1 O3,5.36174282,5.83175504,7.7935672,90.0,90.0,90.0,ortho,Pnma,0.0,-7.890430088,-2.495162424,0.0,8.044591809,0.6487,False,243.6921484
NdScO3,20,Nd1 Sc1 O3,5.58038856,5.80995328,8.02978969,90.0,90.0,90.0,ortho,Pnma,0.0,-9.085363889,-3.896463978,0.0,6.051672321,4.3025,True,260.3402098
NdScS3,20,Nd1 Sc1 S3,6.50541219,7.15932821,9.582129,90.0,90.0,90.0,ortho,Pnma,0.0,-15.28055514,-2.296256424,0.0,4.247595643,1.8593,True,446.2817269
NdSi3Ir,5,Nd1 Si3 Ir1,5.757777267,5.757777267,5.757777267,136.7249867,136.7249867,62.86146372,tet,I4mm,0.0,-22.48301351,-0.86328227,0.0,7.88681485,0.0,False,88.58005886
NdSi3Os,5,Nd1 Si3 Os1,5.805284466,5.805284466,5.805284466,137.1339609,137.1339609,62.23200106,tet,I4mm,0.0,-22.40681815,-0.661911827,0.0,7.772242947,0.0,False,89.46130959
NdSi3Rh,5,Nd1 Si3 Rh1,5.744010682,5.744010682,5.744010682,136.8124903,136.8124903,62.72668253,tet,I4mm,0.0,-6.479948006,-0.798266127,0.0,6.276996167,0.0,False,87.67080212
NdSiPt3,5,Nd1 Si1 Pt3,4.09760065,4.09760065,5.45224093,90.0,90.0,90.0,tet,P4mm,2e-07,-6.736762378,-1.055389293,0.0,13.74178068,0.0,False,91.54493038
NdSn3Ru,40,Nd1 Sn3 Ru1,9.75674486,9.75662974,9.75657992,90.0001905,90.00017118,89.99977737,cubic,Pm-3n,5.3e-06,-5.691568479,-0.477315371,0.0,8.602614432,0.0,False,928.7575959
NdVO3,20,Nd1 V1 O3,5.44723174,5.67955965,7.71246632,90.0,90.0,90.0,ortho,Pnma,7.9999996,-8.960235622,-3.221048318,0.0,6.769493594,1.0341,True,238.607339
NiCO3,10,Ni1 C1 O3,5.54107893,5.54107561,5.541064912,48.98950167,48.98953696,48.98944422,trig,R-3c,3.9999998,-7.625219773,-1.654682736,0.0,4.432170194,0.0,False,88.94505301
NiPbO3,10,Ni1 Pb1 O3,5.391244267,5.392400659,5.614263966,90.0013138,61.30477485,120.002273,trig,R3c,3.9234011,-6.15665555,-1.289322197,0.0,8.861971356,0.0,False,117.6328028
NiSeO3,20,Ni1 Se1 O3,4.94119162,5.87229752,7.49794122,90.00024741,89.99996045,90.00011801,ortho,Pnma,7.9999976,-6.079090575,-1.25510434,0.0,5.66794995,0.0,False,217.5613669
OsPbO3,20,Os1 Pb1 O3,7.309274686,7.309673325,7.309817577,60.00259407,60.00078554,60.00014,cubic,Fd-3m,0.0001834,-7.357330362,-1.400550859,0.0,10.7130086,0.0,False,276.1692649
PBr3O,20,P1 Br3 O1,6.23327798,9.45171737,10.00192486,90.0,90.0,90.0,ortho,Pnma,0.0,-4.309834908,-1.254980081,0.0,3.231495051,3.0735,False,589.265221
PCl3O,20,P1 Cl3 O1,5.84665617,9.43054642,9.21331222,90.0,90.0,90.0,ortho,Pnma,0.0,-4.768834682,-1.587025779,0.0,2.004851213,4.4933,True,507.9958922
PPbS3,20,P1 Pb1 S3,7.54168117,6.720128832,11.40176682,55.58233766,90.0,90.0,mono,P2_1/c,0.0,-5.033612315,-0.724972456,0.0,4.659023174,2.3061,False,476.6942522
PPbSe3,20,P1 Pb1 Se3,7.75459885,7.041006259,11.9151436,55.47624294,90.0,90.0,mono,P2_1/c,0.0,-22.05607513,-0.411696906,0.0,5.886926384,1.6645,False,535.9980942
PaAgO3,5,Pa1 Ag1 O3,4.3149707,4.3149707,4.3149707,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.276618826,-2.830395251,0.0,7.996811026,0.915,True,80.34031926
PaBr3O,10,Pa1 Br3 O1,9.077382622,9.077382622,9.888127456,63.04330053,63.04330053,25.54622802,mono,C2/m,0.0,-6.42281491,-2.542195352,0.0,5.196213011,1.749,False,311.0968978
PaHgO3,5,Pa1 Hg1 O3,4.34288662,4.34288662,4.34288662,90.0,90.0,90.0,cubic,Pm-3m,3.67e-05,-7.739027202,-2.799456756,0.0,9.72332053,0.0,False,81.90972617
PaTlO3,5,Pa1 Tl1 O3,4.37641728,4.37641728,4.37641728,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.519211286,-3.167280824,0.0,9.576684617,2.6427,False,83.82164362
PbCO3,20,Pb1 C1 O3,5.18693591,6.06501914,8.54295691,90.0,90.0,90.0,ortho,Pnma,0.0,-7.36626524,-1.809226124,0.0,6.604025394,3.3293,True,268.751733
PbSeO3,40,Pb1 Se1 O3,8.07301543,8.848565589,9.189320976,76.60234519,90.0,90.0,mono,P2_1/c,0.0,-5.867063025,-1.456574712,0.0,6.951557214,3.3672,False,638.5708737
PdSeO3,10,Pd1 Se1 O3,3.915402921,6.170011595,6.445083638,90.00388517,90.00382256,96.54886135,mono,P2_1/m,0.0,-5.736829246,-1.032893985,0.0,5.010619907,1.0589,False,154.6848995
Pr3AlN,5,Pr3 Al1 N1,5.0424066,5.0424066,5.0424066,90.0,90.0,90.0,cubic,Pm-3m,0.0035175,-21.66038659,-0.845842965,0.0,6.005968977,0.0,False,128.2075461
