formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom)
Nb3SnH,10,Nb3 Sn1 H1,5.391959608,5.391959608,5.37328962,90.0,90.0,90.23250266,ortho,Ama2,8e-07,-20.75976207,-0.279058048,0.0,8.470497283,0.0,False,156.2175903
NbBr3O,20,Nb1 Br3 O1,3.938516395,11.93692868,11.94580251,90.0,90.53614677,90.0,mono,P2_1/c,0.0,-5.811502866,-1.819481736,0.0,4.123225138,1.9457,False,561.5928538
NbCl3O,20,Nb1 Cl3 O1,11.22192364,11.22192364,3.9294847,90.0,90.0,90.0,tet,P-42_1m,0.0,-6.248637615,-2.12966241,0.0,2.889427806,2.8075,False,494.8461783
NbI3O,10,Nb1 I3 O1,3.988999982,7.839230075,11.34018199,82.94292991,79.98795858,75.32581327,mono,C2,0.0,-5.329622355,-1.405361577,0.0,4.829900367,0.8196,False,336.6660721
NbOF3,20,Nb1 O1 F3,4.9777128,5.76975269,9.32762494,90.0,90.0,90.0,ortho,P2_12_12_1,0.0,-7.450987041,-3.294246451,0.0,4.113390651,3.7013,False,267.8909909
NbSeBr3,20,Nb1 Se1 Br3,7.13577591,6.855151669,12.70778369,81.61717836,90.0,90.0,mono,P2/c,0.0,-4.96293683,-1.261325605,0.0,4.445273498,0.7364,False,614.983064
NbSeCl3,20,Nb1 Se1 Cl3,6.96285885,6.46676582,12.09106376,81.15765156,90.0,90.0,mono,P2/c,0.0,-12.74643923,-1.245848913,0.0,3.435255849,0.7559,False,537.9559871
NbSeI3,20,Nb1 Se1 I3,8.160350513,8.160350513,13.83196066,85.96045847,85.96045847,126.7884238,mono,C2/c,0.0,-4.486534378,-0.852683505,0.0,5.038374971,0.627,False,728.4732352
NbTeBr3,20,Nb1 Te1 Br3,7.40403755,6.865694437,12.76672338,82.25461189,90.0,90.0,mono,P2/c,0.0,-4.806260205,-1.175170097,0.0,4.753580781,0.5947,False,643.0609971
NbTeI3,20,Nb1 Te1 I3,7.68762163,7.368421462,13.67789704,81.66890642,90.0,90.0,mono,P2/c,0.0,-4.333631543,-0.770301787,0.0,5.209114434,0.4578,False,766.6170222
NbTlO3,40,Nb1 Tl1 O3,7.611005621,7.624695152,13.18232079,72.97677338,72.6049216,59.96265257,tri,P1,0.0,-7.916477637,-2.453145603,0.0,7.369601272,0.955,False,622.4098078
Nd3InC,5,Nd3 In1 C1,5.13119013,5.13119536,5.13119536,90.0,90.0,90.0,cubic,Pm-3m,5.7e-06,-5.574446192,-0.315989885,0.0,6.877592474,0.0,False,135.0999558
Nd3InN,5,Nd3 In1 N1,5.02826716,5.02826405,5.02826405,90.0,90.0,90.0,cubic,Pm-3m,0.0235942,-25.03867119,-1.046397588,0.0,7.334720591,0.0,False,127.1318878
Nd3PbN,5,Nd3 Pb1 N1,5.02007322,5.02007322,5.02007322,90.0,90.0,90.0,cubic,Pm-3m,0.0001266,-31.79683073,-1.063248388,0.0,8.583254653,0.0,False,126.5115436
Nd3SnN,5,Nd3 Sn1 N1,5.00002241,5.00002241,5.00002241,90.0,90.0,90.0,cubic,Pm-3m,3.29e-05,-6.352271716,-1.021813337,0.0,7.511416547,0.0,False,125.0016808
NdAl3Cu,5,Nd1 Al3 Cu1,6.083480915,6.083480915,6.083480915,139.4664584,139.4664584,58.66430855,tet,I4mm,0.0,-12.6107715,-0.518551503,0.0,5.089551753,0.0,False,94.20314628
NdAlO3,10,Nd1 Al1 O3,5.285252518,5.285251644,5.285252471,60.57397474,60.57397828,60.57397833,trig,R-3c,0.0,-8.343991437,-3.672470181,0.0,6.884713762,4.354,False,105.7491346
NdBO3,20,Nd1 B1 O3,5.0493033,5.72881457,8.09798399,90.0,90.0,90.0,ortho,Pnma,0.0,-8.725190766,-3.466906322,0.0,5.757600291,4.6987,True,234.2465146
NdBPt3,5,Nd1 B1 Pt3,4.02110246,4.02110246,5.08640514,90.0,90.0,90.0,tet,P4mm,1e-07,-6.799303336,-0.867115503,0.0,14.94715548,0.0,False,82.24343257
NdBRh3,5,Nd1 B1 Rh3,4.23316728,4.2331642,4.23312733,90.0,90.0,90.0,cubic,Pm-3m,0.727495,-7.404379794,-0.696287231,0.0,10.15218221,0.0,False,75.85633872
NdCoGe3,5,Nd1 Co1 Ge3,5.771051856,5.771051856,5.771051856,136.3454173,136.3454173,63.44676443,tet,I4mm,3.7e-06,-5.716365034,-0.562235491,0.0,7.734612565,0.0,False,90.40466037
NdCoO3,20,Nd1 Co1 O3,5.3544196,5.36020413,7.57320125,90.0,90.0,90.00021186,ortho,Pnma,2e-07,-7.870058806,-2.520969372,0.0,7.675549837,0.0,False,217.3567985
NdCoSi3,5,Nd1 Co1 Si3,5.602440721,5.602440721,5.602440721,136.9054184,136.9054184,62.58360701,tet,I4mm,0.0,-14.40829368,-0.613586899,0.0,5.887004648,0.0,False,81.07545129
NdCrO3,20,Nd1 Cr1 O3,5.42096311,5.53422111,7.71471539,90.0,90.0,89.99997866,ortho,Pnma,11.9999999,-8.994858332,-3.141842748,0.0,7.00916742,2.54,True,231.4476989
NdCrS3,20,Nd1 Cr1 S3,3.78190129,7.81500959,13.05412393,90.0,90.0,90.0,ortho,Pnma,11.9982644,-7.051867254,-1.684612532,0.0,5.034405358,0.0,False,385.822398
NdCrSe3,20,Nd1 Cr1 Se3,3.95625873,8.16611691,13.72165637,90.0,90.0,90.0,ortho,Pnma,11.9954599,-6.471282938,-1.48949707,0.0,6.48946066,0.0,False,443.3092752
NdCuO3,20,Nd1 Cu1 O3,5.33507122,6.34205783,7.17680555,90.0,90.0,90.0,ortho,Pnma,0.0,-7.125594342,-2.383346919,0.0,6.9965606,0.123,False,242.8295856
NdFeO3,20,Nd1 Fe1 O3,5.46086797,5.6389052,7.77694011,90.0,90.0,90.0,ortho,Pnma,19.9878786,-8.392816302,-2.77640597,0.0,6.880891674,1.7349,False,239.4777805
NdGa3Au,5,Nd1 Ga3 Au1,4.298089558,4.298089928,6.18597648,69.75298233,69.75296865,90.12888273,tet,I4mm,1e-07,-4.024417998,-0.599154498,0.0,9.174109757,0.0,False,99.61985184
NdGa3Cu,5,Nd1 Ga3 Cu1,6.046518446,6.046518446,6.046518446,139.760442,139.760442,58.21721442,tet,I-4m2,0.0,-15.49339692,-0.574770358,0.0,7.574015489,0.0,False,91.41430838
NdGa3Pd,5,Nd1 Ga3 Pd1,6.133838505,6.133838505,6.133838505,139.9066282,139.9066282,57.99509771,tet,I-4m2,0.0,-4.493589418,-0.687125956,0.0,8.048507631,0.0,False,94.87067348
NdGa3Pt,5,Nd1 Ga3 Pt1,6.147883693,6.147883693,6.147883693,140.1929162,140.1929162,57.56049986,tet,I-4m2,0.0,-4.708863812,-0.724150048,0.0,9.646532379,0.0,False,94.41707543
NdLuS3,10,Nd1 Lu1 S3,6.558566804,6.558566804,9.46813733,90.0,90.0,145.7493798,ortho,Cmcm,0.0,-20.71380524,-2.393227956,0.0,6.018697699,0.8052,True,229.2172177
NdLuSe3,10,Nd1 Lu1 Se3,6.828910913,6.828910913,9.91660609,90.0,90.0,145.8286919,ortho,Cmcm,0.0,-24.27357053,-2.187056561,0.0,7.110119241,0.4956,False,259.7445915
NdMnO3,20,Nd1 Mn1 O3,5.43900702,5.59497621,7.74393852,90.0,90.0,90.0,ortho,Pnma,16.0000003,-8.71828796,-2.963478812,0.0,6.96689994,1.898,True,235.6566827
NdNiGe3,10,Nd1 Ni1 Ge3,11.0492113,11.0492113,4.17058748,90.0,90.0,158.4883357,ortho,Cmmm,1e-07,-5.481030768,-0.597557233,0.0,7.486044192,0.0,False,186.7065743
NdNiO3,20,Nd1 Ni1 O3,5.38376377,5.38857796,7.604511,90.0,90.0,90.0,ortho,Pnma,3.9998971,-7.503700137,-2.425266711,0.0,7.555034425,0.0,False,220.6131819
